Explicit URL,Type,Published,Is featured?,Visibility in catalog,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Parent,Categories,Name,Regular price,Description,Images,SKU,Lifestage,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,169609,,"Hill's Science Diet Adult Light with Chicken Meal & Barley Dry Dog Food, 15 LBS",$30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,20 IN,1,1,Height,5.75 IN,1,1,Width,13.33 IN,1,1,Weight,15 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-light-with-chicken-meal-and-barley-dry-dog-food,variation,1,0,visible,none,1,0,1,0,169609,,"Hill's Science Diet Adult Light with Chicken Meal & Barley Dry Dog Food, 30 LBS",$51.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,23.62 IN,1,1,Height,7.75 IN,1,1,Width,15.75 IN,1,1,Weight,30 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-adult-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dog Food Flavors > Chicken & Rice Dog Food,Royal Canin Size Health Nutrition Mini Adult Dry Dog Food,,"SIZE HEALTH NUTRITION MINI dog food formulas are so much more than just a small kibble. Small dogs need more energy than big dogs, and they have a shorter and more intense growth period. Plus, they typically live longer than large dogs, and have a more finicky appetite.Royal Canin MINI formulas are designed to meet the specific needs of small dogs throughout every stage of their life Supports muscle tone Promotes appetite satisfaction Supports skin and coat health","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-6.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-4.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1521748-center-7.jpg",1521748,Adult,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Chicken,1,1,,,,,Breed Size,Small Breed,1,1,,,,,,,,,,,,,Weight,"2.5 LBS, 14 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-adult-dog-food,variation,1,0,visible,none,1,0,1,0,1521748,,"Royal Canin Size Health Nutrition Mini Adult Dry Dog Food, 2.5 LBS",$14.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,2.5 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-adult-dog-food,variation,1,0,visible,none,1,0,1,0,1521748,,"Royal Canin Size Health Nutrition Mini Adult Dry Dog Food, 14 LBS",$36.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,14 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/canidae-turkey-and-brown-rice-dry-puppy-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dry Dog Food,CANIDAE Turkey & Brown Rice Dry Puppy Food,,"At Canidae we believe that what's best for our pets is best for us all. Enjoy your pet's mealtime with Canidae vet-formulated dry dog food. Canidae aims to bring out the best in your pet with food made from wholesome ingredients, formulated for whole body health. No fillers, artificial flavors or artificial preservatives, just complete & balanced goodness for healthy dogs. Complete & balanced nutrition for healthy dogs #1 real ingredient turkey with brown rice pet food Never any wheat, corn, or soy in Canidae dog food Omega 6 & 3 fatty acids to boost beautiful skin & coat Healthy immune system supported by antioxidant Healthy digestive system supported by probiotics Wholesome grains like barley, oatmeal and brown rice","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3162363-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3162363-back-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3162363-right-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/3162363-left-4.jpg",3162363,Puppy,Grain Free,No,1,1,,,,,Form,Dry,1,1,Primary Flavor,Turkey,1,1,Live Food,No,1,1,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"7 LBS, 25 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/canidae-turkey-and-brown-rice-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3162363,,"CANIDAE Turkey & Brown Rice Dry Puppy Food, 7 LBS",$14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,4 IN,1,1,Height,15.5 IN,1,1,Width,8 IN,1,1,Weight,7 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/canidae-turkey-and-brown-rice-dry-puppy-food,variation,1,0,visible,none,1,0,1,0,3162363,,"CANIDAE Turkey & Brown Rice Dry Puppy Food, 25 LBS",$44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Length,22.5 IN,1,1,Height,3.63 IN,1,1,Width,15.25 IN,1,1,Weight,25 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-adult-dog-food,variable,1,0,visible,none,1,0,1,1,,Home > Dog > Dog Food > Dog Food Flavors > Chicken & Rice Dog Food,Blue Buffalo Life Protection Formula Natural Adult Chicken and Brown Rice Dry Dog Food,,"Formulated for the health and well-being of dogs, BLUE Life Protection Formula Dry Dog Food is made with the finest natural ingredients enhanced with vitamins and minerals. It contains the ingredients you'll love feeding as much as they'll love eating. BLUE Life Protection Formula dog food is a product of the Blue Buffalo company. Based in the United States, Blue Buffalo makes premium-quality pet foods featuring real meat, fruit and vegetables. A NATURAL DOG FOOD: BLUE dry dog food is made with the finest natural ingredients enhanced with vitamins and minerals. BLUE contains NO chicken (or poultry) by-product meals, corn, wheat, soy, artificial flavors or preservatives Contains one (1) 30 lb. Bag of BLUE Life Protection Formula Adult Dry Dog Food, Chicken and Brown Rice REAL MEAT FIRST: Blue Buffalo foods always feature real meat as the first ingredient. High-quality protein from real chicken helps your dog build and maintain healthy muscles. Plus they contain wholesome whole grains, garden veggies and fruit FOR ADULT DOGS: BLUE Life Protection Formula adult dog food contains essential proteins and carbohydrates to help meet the energy needs of adult dogs, and features omega 3 & 6 fatty acids to promote a shiny coat and healthy skin WITH LIFESOURCE BITS: This formula contains BLUE's exclusive LifeSource Bits - a precise blend of antioxidants, vitamins and minerals carefully selected by holistic veterinarians and animal nutritionists to support immune system health, life stage requirements, and a healthy oxidative balance","https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-center-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-back-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-right-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-left-1.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-center-2.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-center-5.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-center-3.jpg,https://assets.petco.com/petco/image/upload/t_ProductDetail-large/1055747-center-4.jpg",1055690,Adult,Grain Free,No,1,1,Line,Blue Life Protection,1,1,Form,Dry,1,1,Primary Flavor,Chicken,1,1,,,,,Breed Size,Most Sizes,1,1,,,,,,,,,,,,,Weight,"6 LBS, 15 LBS, 30 LBS",1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-adult-dog-food,variation,1,0,visible,none,1,0,1,0,1055690,,"Blue Buffalo Life Protection Formula Natural Adult Chicken and Brown Rice Dry Dog Food, 6 LBS",$14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,6 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-adult-dog-food,variation,1,0,visible,none,1,0,1,0,1055690,,"Blue Buffalo Life Protection Formula Natural Adult Chicken and Brown Rice Dry Dog Food, 15 LBS",$29.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,15 LBS,1,1
https://www.petco.com/shop/en/petcostore/product/blue-buffalo-chicken-and-brown-rice-adult-dog-food,variation,1,0,visible,none,1,0,1,0,1055690,,"Blue Buffalo Life Protection Formula Natural Adult Chicken and Brown Rice Dry Dog Food, 30 LBS",$49.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight,30 LBS,1,1
